PEDIDO_ERP;CANAL_MARKETING
P10000201457;Facebook Ads
P10000201458;Busca orgânica
P10000201459;Google Ads
P10000201460;
P10000201461;Google Ads
P10000201462;Google Ads
P10000201463;Direto
P10000201464;Google Ads
P10000201465;Referência
P10000201466;Facebook Ads
P10000201467;Google Ads
P10000201468;Direto
P10000201469;Google Ads
P10000201470;
P10000201471;Direto
P10000201472;Direto
P10000201473;Google Ads
P10000201474;Email
P10000201475;Facebook Ads
P10000201476;Direto
P10000201477;Outros
P10000201478;Busca orgânica
P10000201479;Busca orgânica
P10000201480;Google Ads
P10000201481;Busca orgânica
P10000201482;Facebook Ads
P10000201483;Google Ads
P10000201484;Direto
P10000201485;Google Ads
P10000201486;Google Ads
P10000201487;Busca orgânica
P10000201488;Google Ads
P10000201489;Google Ads
P10000201490;Facebook Ads
P10000201491;Google Ads
P10000201492;Email
P10000201493;Google Ads
P10000201494;Google Ads
P10000201495;Facebook Ads
P10000201496;Referência
P10000201497;Facebook Ads
P10000201498;Facebook Ads
P10000201499;Google Ads
P10000201500;Busca orgânica
P10000201501;Busca orgânica
P10000201502;Busca orgânica
P10000201503;Google Ads
P10000201504;Busca orgânica
P10000201505;Direto
P10000201506;Google Ads
P10000201507;Direto
P10000201508;Busca orgânica
P10000201509;Google Ads
P10000201510;
P10000201511;Google Ads
P10000201512;Busca orgânica
P10000201513;Busca orgânica
P10000201514;Google Ads
P10000201515;Facebook Ads
P10000201516;Facebook Ads
P10000201517;Google Ads
P10000201518;Referência
P10000201519;Google Ads
P10000201520;Direto
P10000201521;Busca orgânica
P10000201522;Google Ads
P10000201523;Google Ads
P10000201524;Google Ads
P10000201525;Google Ads
P10000201526;Facebook Ads
P10000201527;Busca orgânica
P10000201528;Email
P10000201529;Google Ads
P10000201530;Busca orgânica
P10000201531;Referência
P10000201532;Google Ads
P10000201533;Referência
P10000201534;Google Ads
P10000201535;
P10000201536;Busca orgânica
P10000201537;Busca orgânica
P10000201538;Busca orgânica
P10000201539;Outros
P10000201540;Busca orgânica
P10000201541;
P10000201542;
P10000201543;Google Ads
P10000201544;Outros
P10000201545;
P10000201546;Google Ads
P10000201547;Direto
P10000201548;Facebook Ads
P10000201549;
P10000201550;Google Ads
P10000201551;
P10000201552;Google Ads
P10000201553;Google Ads
P10000201554;Outros
P10000201555;Referência
P10000201556;Facebook Ads
P10000201557;Google Ads
P10000201558;Google Ads
P10000201559;Google Ads
P10000201560;Google Ads
P10000201561;Google Ads
P10000201562;Busca orgânica
P10000201563;Direto
P10000201564;Facebook Ads
P10000201565;Busca orgânica
P10000201566;Google Ads
P10000201567;Facebook Ads
P10000201568;Referência
P10000201569;Facebook Ads
P10000201570;Direto
P10000201571;Google Ads
P10000201572;Google Ads
P10000201573;
P10000201574;Busca orgânica
P10000201575;
P10000201576;Busca orgânica
P10000201577;Busca orgânica
P10000201578;Email
P10000201579;Busca orgânica
P10000201580;Facebook Ads
P10000201581;Referência
P10000201582;Busca orgânica
P10000201583;Google Ads
P10000201584;Busca orgânica
P10000201585;Direto
P10000201586;Facebook Ads
P10000201587;Google Ads
P10000201588;
P10000201589;Facebook Ads
P10000201590;Facebook Ads
P10000201591;Google Ads
P10000201592;
P10000201593;Google Ads
P10000201594;Google Ads
P10000201595;Facebook Ads
P10000201596;Busca orgânica
P10000201597;Facebook Ads
P10000201598;Direto
P10000201599;Google Ads
P10000201600;Google Ads
P10000201601;Google Ads
P10000201602;
P10000201603;Google Ads
P10000201604;Busca orgânica
P10000201605;Google Ads
P10000201606;Google Ads
P10000201607;Google Ads
P10000201608;Direto
P10000201609;
P10000201610;Google Ads
P10000201611;Facebook Ads
P10000201612;Google Ads
P10000201613;Google Ads
P10000201614;Direto
P10000201615;Direto
P10000201616;Busca orgânica
P10000201617;Google Ads
P10000201618;Busca orgânica
P10000201619;Facebook Ads
P10000201620;Google Ads
P10000201621;
P10000201622;Busca orgânica
P10000201623;Direto
P10000201624;Outros
P10000201625;Busca orgânica
P10000201626;Direto
P10000201627;Google Ads
P10000201628;Google Ads
P10000201629;
P10000201630;Google Ads
P10000201631;Busca orgânica
P10000201632;Direto
P10000201633;Facebook Ads
P10000201634;Google Ads
P10000201635;Facebook Ads
P10000201636;Busca orgânica
P10000201637;Referência
P10000201638;
P10000201639;Google Ads
P10000201640;Busca orgânica
P10000201641;Google Ads
P10000201642;Direto
P10000201643;
P10000201644;Direto
P10000201645;
P10000201646;Facebook Ads
P10000201647;Google Ads
P10000201648;Facebook Ads
P10000201649;Google Ads
P10000201650;
P10000201651;Google Ads
P10000201652;Email
P10000201653;Referência
P10000201654;Google Ads
P10000201655;
P10000201656;Google Ads
P10000201657;
P10000201658;Email
P10000201659;Google Ads
P10000201660;Busca orgânica
P10000201661;
P10000201662;
P10000201663;
P10000201664;Facebook Ads
P10000201665;Busca orgânica
P10000201666;Google Ads
P10000201667;Outros
P10000201668;Facebook Ads
P10000201669;Busca orgânica
P10000201670;Outros
P10000201671;Google Ads
P10000201672;Busca orgânica
P10000201673;Google Ads
P10000201674;Busca orgânica
P10000201675;Facebook Ads
P10000201676;Email
P10000201677;Busca orgânica
P10000201678;Google Ads
P10000201679;Google Ads
P10000201680;Facebook Ads
P10000201681;Google Ads
P10000201682;Busca orgânica
P10000201683;Outros
P10000201684;Google Ads
P10000201685;
P10000201686;Direto
P10000201687;Busca orgânica
P10000201688;Facebook Ads
P10000201689;Google Ads
P10000201690;
P10000201691;
P10000201692;Busca orgânica
P10000201693;Referência
P10000201694;Direto
P10000201695;Direto
P10000201696;Google Ads
P10000201697;Referência
P10000201698;Google Ads
P10000201699;Facebook Ads
P10000201700;Facebook Ads
P10000201701;Busca orgânica
P10000201702;Google Ads
P10000201703;
P10000201704;Busca orgânica
P10000201705;
P10000201706;Facebook Ads
P10000201707;Direto
P10000201708;Direto
P10000201709;
P10000201710;Google Ads
P10000201711;
P10000201712;Google Ads
P10000201713;
P10000201714;Google Ads
P10000201715;Facebook Ads
P10000201716;Facebook Ads
P10000201717;Busca orgânica
P10000201718;Referência
P10000201719;Google Ads
P10000201720;Facebook Ads
P10000201721;Google Ads
P10000201722;Google Ads
P10000201723;Busca orgânica
P10000201724;Google Ads
P10000201725;Google Ads
P10000201726;Direto
P10000201727;Facebook Ads
P10000201728;Outros
P10000201729;Referência
P10000201730;
P10000201731;Referência
P10000201732;Referência
P10000201733;Busca orgânica
P10000201734;Google Ads
P10000201735;Google Ads
P10000201736;
P10000201737;Google Ads
P10000201738;Busca orgânica
P10000201739;Google Ads
P10000201740;Facebook Ads
P10000201741;Referência
P10000201742;Google Ads
P10000201743;Direto
P10000201744;Facebook Ads
P10000201745;Google Ads
P10000201746;Facebook Ads
P10000201747;
P10000201748;Google Ads
P10000201749;Google Ads
P10000201750;Facebook Ads
P10000201751;
P10000201752;Google Ads
P10000201753;
P10000201754;Google Ads
P10000201755;
P10000201756;Direto
P10000201757;
P10000201758;Direto
P10000201759;
P10000201760;Email
P10000201761;Busca orgânica
P10000201762;Referência
P10000201763;Busca orgânica
P10000201764;Google Ads
P10000201765;Facebook Ads
P10000201766;Direto
P10000201767;Direto
P10000201768;Google Ads
P10000201769;Google Ads
P10000201770;Google Ads
P10000201771;Facebook Ads
P10000201772;Google Ads
P10000201773;Email
P10000201774;Email
P10000201775;Outros
P10000201776;Busca orgânica
P10000201777;Referência
P10000201778;Busca orgânica
P10000201779;Busca orgânica
P10000201780;
P10000201781;Google Ads
P10000201782;Facebook Ads
P10000201783;Direto
P10000201784;Referência
P10000201785;Google Ads
P10000201786;Direto
P10000201787;Busca orgânica
P10000201788;Google Ads
P10000201789;Facebook Ads
P10000201790;Google Ads
P10000201791;Facebook Ads
P10000201792;Facebook Ads
P10000201793;Google Ads
P10000201794;Facebook Ads
P10000201795;Google Ads
P10000201796;Email
P10000201797;Direto
P10000201798;Facebook Ads
P10000201799;Google Ads
P10000201800;Direto
P10000201801;Facebook Ads
P10000201802;Facebook Ads
P10000201803;Direto
P10000201804;Google Ads
P10000201805;Referência
P10000201806;Google Ads
P10000201807;Referência
P10000201808;Facebook Ads
P10000201809;Facebook Ads
P10000201810;Google Ads
P10000201811;Referência
P10000201812;Google Ads
P10000201813;Direto
P10000201814;Google Ads
P10000201815;Busca orgânica
P10000201816;Google Ads
P10000201817;Google Ads
P10000201818;Busca orgânica
P10000201819;Facebook Ads
P10000201820;Google Ads
P10000201821;
P10000201822;Direto
P10000201823;Google Ads
P10000201824;Google Ads
P10000201825;Busca orgânica
P10000201826;Referência
P10000201827;Facebook Ads
P10000201828;Referência
P10000201829;Facebook Ads
P10000201830;Google Ads
P10000201831;Busca orgânica
P10000201832;Referência
P10000201833;Referência
P10000201834;Facebook Ads
P10000201835;Google Ads
P10000201836;Busca orgânica
P10000201837;
P10000201838;Referência
P10000201839;Google Ads
P10000201840;
P10000201841;Busca orgânica
P10000201842;Email
P10000201843;Facebook Ads
P10000201844;Direto
P10000201845;Facebook Ads
P10000201846;Google Ads
P10000201847;Facebook Ads
P10000201848;Facebook Ads
P10000201849;Google Ads
P10000201850;Referência
P10000201851;Busca orgânica
P10000201852;Facebook Ads
P10000201853;Direto
P10000201854;Facebook Ads
P10000201855;
P10000201856;Google Ads
P10000201857;Facebook Ads
P10000201858;Busca orgânica
P10000201859;Facebook Ads
P10000201860;Email
P10000201861;Facebook Ads
P10000201862;Outros
P10000201863;Google Ads
P10000201864;
P10000201865;
P10000201866;Google Ads
P10000201867;Google Ads
P10000201868;
P10000201869;Busca orgânica
P10000201870;Outros
P10000201871;Referência
P10000201872;Direto
P10000201873;Google Ads
P10000201874;Google Ads
P10000201875;Google Ads
P10000201876;Google Ads
P10000201877;
P10000201878;Google Ads
P10000201879;Referência
P10000201880;Direto
P10000201881;Google Ads
P10000201882;Direto
P10000201883;Facebook Ads
P10000201884;Facebook Ads
P10000201885;Facebook Ads
P10000201886;Facebook Ads
P10000201887;Busca orgânica
P10000201888;Google Ads
P10000201889;
P10000201890;Facebook Ads
P10000201891;Google Ads
P10000201892;Google Ads
P10000201893;
P10000201894;Facebook Ads
P10000201895;Facebook Ads
P10000201896;Google Ads
P10000201897;Busca orgânica
P10000201898;Direto
P10000201899;Referência
P10000201900;Direto
P10000201901;Referência
P10000201902;Direto
P10000201903;Direto
P10000201904;Referência
P10000201905;Google Ads
P10000201906;Facebook Ads
P10000201907;Facebook Ads
P10000201908;Google Ads
P10000201909;Direto
P10000201910;Google Ads
P10000201911;Busca orgânica
P10000201912;
P10000201913;
P10000201914;Facebook Ads
P10000201915;Facebook Ads
P10000201916;Busca orgânica
P10000201917;Email
P10000201918;Referência
P10000201919;Google Ads
P10000201920;Facebook Ads
P10000201921;
P10000201922;Google Ads
P10000201923;Facebook Ads
P10000201924;Google Ads
P10000201925;Busca orgânica
P10000201926;Referência
P10000201927;Facebook Ads
P10000201928;Busca orgânica
P10000201929;Google Ads
P10000201930;Facebook Ads
P10000201931;Google Ads
P10000201932;
P10000201933;Busca orgânica
P10000201934;Google Ads
P10000201935;Email
P10000201936;Direto
P10000201937;Google Ads
P10000201938;Outros
P10000201939;Outros
P10000201940;Outros
P10000201941;Direto
P10000201942;Referência
P10000201943;Google Ads
P10000201944;Direto
P10000201945;Google Ads
P10000201946;Busca orgânica
P10000201947;Google Ads
P10000201948;Outros
P10000201949;Busca orgânica
P10000201950;Referência
P10000201951;
P10000201952;Google Ads
P10000201953;Busca orgânica
P10000201954;Google Ads
P10000201955;Referência
P10000201956;Facebook Ads
P10000201957;Facebook Ads
P10000201958;Email
P10000201959;Google Ads
P10000201960;Facebook Ads
P10000201961;
P10000201962;Direto
P10000201963;Email
P10000201964;
P10000201965;Busca orgânica
P10000201966;Google Ads
P10000201967;Outros
P10000201968;Busca orgânica
P10000201969;
P10000201970;
P10000201971;Facebook Ads
P10000201972;Google Ads
P10000201973;Google Ads
P10000201974;Referência
P10000201975;Busca orgânica
P10000201976;Direto
P10000201977;Direto
P10000201978;Google Ads
P10000201979;Google Ads
P10000201980;Busca orgânica
P10000201981;Google Ads
P10000201982;Busca orgânica
P10000201983;Outros
P10000201984;Google Ads
P10000201985;Google Ads
P10000201986;Google Ads
P10000201987;Direto
P10000201988;Google Ads
P10000201989;Google Ads
P10000201990;Outros
P10000201991;Busca orgânica
P10000201992;Referência
P10000201993;Facebook Ads
P10000201994;Google Ads
P10000201995;Facebook Ads
P10000201996;Referência
P10000201997;Email
P10000201998;Google Ads
P10000201999;Google Ads
P10000202000;Direto
P10000202001;Outros
P10000202002;
P10000202003;
P10000202004;Google Ads
P10000202005;Direto
P10000202006;Direto
P10000202007;Referência
P10000202008;Facebook Ads
P10000202009;
P10000202010;Email
P10000202011;Outros
P10000202012;Outros
P10000202013;Facebook Ads
P10000202014;Direto
P10000202015;Google Ads
P10000202016;Busca orgânica
P10000202017;Facebook Ads
P10000202018;Email
P10000202019;Direto
P10000202020;Facebook Ads
P10000202021;Direto
P10000202022;Google Ads
P10000202023;Referência
P10000202024;Facebook Ads
P10000202025;Google Ads
P10000202026;Busca orgânica
P10000202027;Google Ads
P10000202028;Direto
P10000202029;Facebook Ads
P10000202030;Google Ads
P10000202031;Facebook Ads
P10000202032;
P10000202033;Google Ads
P10000202034;Google Ads
P10000202035;Busca orgânica
P10000202036;Facebook Ads
P10000202037;
P10000202038;Google Ads
P10000202039;Facebook Ads
P10000202040;Direto
P10000202041;Busca orgânica
P10000202042;Google Ads
P10000202043;Facebook Ads
P10000202044;Facebook Ads
P10000202045;Google Ads
P10000202046;Direto
P10000202047;Email
P10000202048;Outros
P10000202049;Direto
P10000202050;Busca orgânica
P10000202051;
P10000202052;Direto
P10000202053;Facebook Ads
P10000202054;Google Ads
P10000202055;Facebook Ads
P10000202056;Facebook Ads
P10000202057;Referência
P10000202058;Facebook Ads
P10000202059;Google Ads
P10000202060;Google Ads
P10000202061;Direto
P10000202062;
P10000202063;Busca orgânica
P10000202064;Busca orgânica
P10000202065;Outros
P10000202066;Busca orgânica
P10000202067;Busca orgânica
P10000202068;Google Ads
P10000202069;Google Ads
P10000202070;Direto
P10000202071;
P10000202072;Email
P10000202073;Facebook Ads
P10000202074;Email
P10000202075;Busca orgânica
P10000202076;
P10000202077;Referência
P10000202078;Facebook Ads
P10000202079;Direto
P10000202080;Facebook Ads
P10000202081;Referência
P10000202082;Busca orgânica
P10000202083;Direto
P10000202084;Facebook Ads
P10000202085;Google Ads
P10000202086;Direto
P10000202087;
P10000202088;Google Ads
P10000202089;Google Ads
P10000202090;
P10000202091;Google Ads
P10000202092;Busca orgânica
P10000202093;Google Ads
P10000202094;
P10000202095;Facebook Ads
